What's the square root of $-5 + 12i$|the answer is $\pm (2 + 3i$|easy|2 + 3i|-2 - 3i|2 - 3i|-2 + 3i|2 + 3i|-2 - 3i
What's the quadratic equation whose one root is a square root of $7 - 30\sqrt{-2}$|the answer is $x^{2} \pm 10x + 43$|easy|$x^{2} + 10x + 43$|$x^{2} - 10x + 43$|$x^{2} + 10x - 43$|$x^{2} - 10x - 43$|$x^{2} - 10x + 43$|$x^{2} + 10x + 43$
What's the value of $\frac{\sqrt{5 + 12i} + \sqrt{5 - 12i}}{\sqrt{5 + 12i} - \sqrt{5 - 12i}}$?|the answer is $\frac{-3i}{2}$|medium|$\frac{-3i}{2}$|$\frac{3i}{2}$|$\frac{-5i}{2}$|$\frac{5i}{2}$|$\frac{-3i}{2}$
If $\alpha$, $\beta$ are the roots of the equations $x^{2} - 2x + 4= 0$, the value of $\alpha^{n} + \beta^{n}$|the answer is $2^{n + 1}cos\frac{n\pi}{3}$|medium|$2^{n + 1}cos\frac{n\pi}{3}$|$2^{n - 1}cos\frac{n\pi}{3}$|$2^{2n + 1}cos\frac{n\pi}{3}$|none of these|$2^{n + 1}cos\frac{n\pi}{3}$
Find the equation whose roots are nth power of the roots of the equations $x^{2} - 2xcos\theta + 1$|the answer is $x^{2} - 2xcosn\theta + 1$|medium|$x^{2} - 2xcosn\theta + 1$|$x^{2} + 2xcosn\theta + 1$|$2x^{2} + 2xcosn\theta + 1$|$3x^{2} - 2xcosn\theta - 1$|$x^{2} - 2xcosn\theta + 1$
If be the imaginary cube root of unity, then $\alpha\cdot exp(\alpha\cdot x) + \beta\cdot exp(\beta\cdot x)$|the answer is $-exp(\frac{-x}{2})\left[cos\left(\frac{\sqrt{3}x}{2}\right) + \sqrt{3}sin\left(\frac{\sqrt{3}x}{2}\right)\right]$|medium|$-exp(\frac{-x}{2})\left[cos\left(\frac{\sqrt{3}x}{2}\right) + \sqrt{3}sin\left(\frac{\sqrt{3}x}{2}\right)\right]$|$exp(\frac{-x}{2})\left[cos\left(\frac{\sqrt{3}x}{2}\right) + \sqrt{3}sin\left(\frac{\sqrt{3}x}{2}$|$-exp(\frac{-x}{2})\left[cos\left(\frac{\sqrt{3}x}{2}\right) - \sqrt{3}sin\left(\frac{\sqrt{3}x}{2}$|$-exp(\frac{-x}{2})\left[cos\left(\frac{\sqrt{5}x}{2}\right) - \sqrt{3}sin\left(\frac{\sqrt{5}x}{2}$|$-exp(\frac{-x}{2})\left[cos\left(\frac{\sqrt{3}x}{2}\right) + \sqrt{3}sin\left(\frac{\sqrt{3}x}{2}\right)\right]$
If $Aexp(2i\theta) + Bexp(-2i\theta) = 5\cdot cos2\theta - 7\cdot sin2\theta$ then the value of A and B is|the answer is A= $\frac{5 + 7i}{2}$, B= $\frac{5 - 7i}{2}$|medium|A= $\frac{5 + 7i}{2}$, B= $\frac{5 - 7i}{2}$|A= $\frac{5 - 7i}{2}$, B= $\frac{5 + 7i}{2}$|A= $\frac{7 + 5i}{2}$, B= $\frac{7 - 5i}{2}$|A= $\frac{7 - 5i}{2}$, B= $\frac{7 + 5i}{2}$|A= $\frac{5 + 7i}{2}$, B= $\frac{5 - 7i}{2}$
If x= $cos\theta + i\cdot sin\theta$ and $\sqrt{1 - c^{2}}= nc - 1$, then 1 + c\cdot cos\theta|the answer is $\frac{c}{2n}(1 + nx)(1 + \frac{n}{x})$|medium|$\frac{c}{2n}(1 + nx)(1 + \frac{n}{x})$|$\frac{c}{2n}(1 - nx)(1 + \frac{n}{x})$|$\frac{c}{2n}(1 - nx)(1 - \frac{n}{x})$|$\frac{c}{2n}(1 + nx)(1 - \frac{n}{x})$|$\frac{c}{2n}(1 + nx)(1 + \frac{n}{x})$
If $z= cos\theta + i\cdot sin\theta$ then the value of $\frac{1 + z^{n}}{1 - z^{n}}$|the answer is $i\cdot cotn\theta$|medium|$i\cdot cotn\theta$|$i\cdot sinn\theta$|$i\cdot cosn\theta$|none of these|$i\cdot cotn\theta$
The product of two tenth roots of unity is a|the answer is a tenth root of unity|easy|10th root of unity|3rd root of unity|unity|none of these|10th root of unity
Solve the equations $z^{n - 1}= \overline{z}, n\in \mathbb{N}$|the answer is if $n= 2 z\in \mathbb{R}$ and if $n\neq 2; z= exp(\frac{i2r\pi}{n})$|medium|$n= 2 z\in \mathbb{R}$|$n\neq 2; z= exp(\frac{i2r\pi}{n})$|both of these|none of these|both of these
If $\alpha$ Be an nth root of unity and $\alpha \neq 1$, then the value of $1 + 3\alpha + 5\alpha^{2}\cdots$ to n terms is|the answer is $\frac{2n}{\alpha - 1}$|medium|$\frac{2n}{\alpha - 1}$|$\frac{2n}{\alpha + 1}$|$\frac{n}{\alpha - 1}$|none of these|$\frac{2n}{\alpha - 1}$
The roots of the equation $(1 + z)^{n} = (1 - z)^{n}$ are|the answer is $i\cdot tan\frac{r\pi}{2}$|medium|$i\cdot tan\frac{r\pi}{2}$|$i\cdot tan\frac{3r\pi}{2}$|$tan\frac{r\pi}{2}$|none of these|$i\cdot tan\frac{r\pi}{2}$
If x= $cos\alpha + i\cdot sin\alpha$ and y= $cos\beta + i\cdot sin\beta$ then the value of $\frac{(x + y)(xy - 1)}{(x - y)(xy + 1}$ is|the answer is $\frac{sin\alpha + sin\beta}{sin\alpha - sin\beta}$|medium|$\frac{sin\alpha + sin\beta}{sin\alpha - sin\beta}$|$\frac{sin\alpha - sin\beta}{sin\alpha + sin\beta}$|$\frac{cos\alpha + cos\beta}{cos\alpha - cos\beta}$|$\frac{cos\alpha + cos\beta}{cos\alpha - cos\beta}$|$\frac{sin\alpha + sin\beta}{sin\alpha - sin\beta}$
What's the value of $\binom{n}{0} + \binom{n}{3} + \binom{n}{6} \cdots$|the answer is $\frac{1}{3}\left(2^{n} + 2\cdot cos\frac{n\pi}{3}\right)$|medium|$\frac{1}{3}\left(2^{n} + 2\cdot cos\frac{n\pi}{3}\right)$|$\frac{1}{3}\left(2^{n + 1} + 2\cdot cos\frac{n\pi}{3}\right)$|$\frac{1}{2}\left(2^{n} - 2\cdot cos\frac{n\pi}{3}\right)$|none of these|$\frac{1}{3}\left(2^{n} + 2\cdot cos\frac{n\pi}{3}\right)$
What's the value of $\binom{n}{1} + \binom{n}{4} + \binom{n}{7} \cdots$|the answer is $\frac{1}{3}\left(2^{n - 2} + 2\cdot cos\frac{(n -2)\pi}{3}\right)$|medium|$\frac{1}{3}\left(2^{n - 2} + 2\cdot cos\frac{(n - 2)\pi}{3}\right)$|$\frac{1}{3}\left(2^{n + 1} + 2\cdot cos\frac{n\pi}{3}\right)$|$\frac{1}{2}\left(2^{n} - 2\cdot cos\frac{n\pi}{3}\right)$|none of these|$\frac{1}{3}\left(2^{n - 2} + 2\cdot cos\frac{(n - 2)\pi}{3}\right)$
What's the value of $\binom{n}{2} + \binom{n}{5} + \binom{n}{8} \cdots$|the answer is $\frac{1}{3}\left(2^{n} + 2\cdot cos\frac{n\pi}{3}\right)$|medium|$\frac{1}{3}\left(2^{n + 2} + 2\cdot cos\frac{(n + 2)\pi}{3}\right)$|$\frac{1}{3}\left(2^{n + 1} + 2\cdot cos\frac{n\pi}{3}\right)$|$\frac{1}{2}\left(2^{n} - 2\cdot cos\frac{n\pi}{3}\right)$|none of these|$\frac{1}{3}\left(2^{n + 2} + 2\cdot cos\frac{(n + 2)\pi}{3}\right)$
If $C_{r}$ stands for $\binom{4n}{r}$ $C_{0} + C_{4} + C_{8} \cdots$ is equal to|the answer is $2^{4n - 2} + (-1)^{n}\cdot 2^{2n - 1}$|medium|$2^{4n - 2} + (-1)^{n}\cdot 2^{2n - 1}$|$2^{4n + 2} + (-1)^{n}\cdot 2^{2n - 1}$|$2^{4n - 2} + (-1)^{n}\cdot 2^{2n + 1}$|none of these|$2^{4n - 2} + (-1)^{n}\cdot 2^{2n - 1}$
If $(1 - x + x^{2})^{6n} = a_{0} + a_{1}\cdot x + a_{2}\cdot x^{2} \cdots$ then the value of $a_{0} + a_{3} + a_{6}\cdots$ is|the answer is $\frac{1}{3}(2^{6n + 1} + 1)$|medium|$\frac{1}{3}(2^{6n + 1} + 1)$|$\frac{1}{3}(2^{6n + 1} - 1)$|$\frac{1}{3}(2^{6n - 1} + 1)$|none of these|$\frac{1}{3}(2^{6n + 1} + 1)$
If $(1 - x + x^{2})^{n} = a_{0} + a_{1}\cdot x + a_{2}\cdot x^{2} \cdots$ then the value of $a_{0} + a_{3} + a_{6}\cdots$ is|the answer is $\frac{1}{3}(1 + 2^{n + 1}\cdot cos\frac{n\pi}{3})$|medium|$\frac{1}{3}(2^{n + 1}\cdot \frac{n\pi}{3} + 1)$|$\frac{1}{3}(2^{n + 1}\cdot \frac{n\pi}{3} - 1)$|$\frac{1}{3}(2^{n - 1}\cdot \frac{n\pi}{3} + 1)$|none of these|$\frac{1}{3}(2^{n + 1}\cdot \frac{n\pi}{3} + 1)$
